UMTRI_ID,Date,Accident Month          ,Accident Day            ,Accident Year           ,Time Of Day             ,Weather                 ,Total Motor Vehicles    ,Gps X Coordinate        ,Gps Y Coordinate        
919575,April 2nd 2013,April,2nd,2013,10:00 Pm - 11:00 Pm,Clear,2 Units,-83.71116024,42.25934165
919576,April 2nd 2013,April,2nd,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.74390985,42.28120025
919577,April 2nd 2013,April,2nd,2013,1:00 Pm -  2:00 Pm,Cloudy,2 Units,-83.74079464,42.27925491
919578,April 2nd 2013,April,2nd,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.78049383,42.28682978
919579,April 2nd 2013,April,2nd,2013,4:00 Pm -  5:00 Pm,Cloudy,2 Units,-83.75412313,42.28159706
919580,April 2nd 2013,April,2nd,2013,1:00 Pm -  2:00 Pm,Cloudy,2 Units,-83.78004918,42.27347945
920576,April 2nd 2013,April,2nd,2013,7:00 Am -  8:00 Am,Clear,2 Units,-83.73837631,42.27196347
922139,April 2nd 2013,April,2nd,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.72934094,42.28141307
919566,April 3rd 2013,April,3rd,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.73458141,42.27501869
919570,April 3rd 2013,April,3rd,2013,3:00 Pm -  4:00 Pm,Clear,2 Units,-83.79949776,42.28659138
919571,April 3rd 2013,April,3rd,2013,3:00 Pm -  4:00 Pm,Clear,2 Units,-83.69696715,42.27082359
919572,April 3rd 2013,April,3rd,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.74639464,42.27408634
919573,April 3rd 2013,April,3rd,2013,10:00 Am - 11:00 Am,Clear,2 Units,-83.74839145,42.27958141
919574,April 3rd 2013,April,3rd,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.74721958,42.28895892
890226,April 4th 2013,April,4th,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.74977852,42.28054027
908969,April 4th 2013,April,4th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.73802601,42.23707233
916289,April 4th 2013,April,4th,2013,3:00 Pm -  4:00 Pm,Clear,1 Unit,-83.73414103,42.23703228
919559,April 4th 2013,April,4th,2013,10:00 Pm - 11:00 Pm,Clear,1 Unit,-83.70823959,42.24483046
919560,April 4th 2013,April,4th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.73890742,42.23192943
919561,April 4th 2013,April,4th,2013,4:00 Pm -  5:00 Pm,Clear,3 Units,-83.68238813,42.27458806
919562,April 4th 2013,April,4th,2013,1:00 Pm -  2:00 Pm,Clear,3 Units,-83.73435116,42.26512871
919563,April 4th 2013,April,4th,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.73725397,42.28129963
919564,April 4th 2013,April,4th,2013,10:00 Am - 11:00 Am,Clear,2 Units,-83.77404115,42.27906973
919565,April 4th 2013,April,4th,2013,9:00 Am - 10:00 Am,Clear,2 Units,-83.74838178,42.28354147
924542,April 4th 2013,April,4th,2013,5:00 Pm -  6:00 Pm,Other / Unknown,1 Unit,-83.73458141,42.27501869
917658,April 5th 2013,April,5th,2013,11:00 Am - 12:00 Noon,Clear,1 Unit,-83.73105776,42.27484337
918235,April 5th 2013,April,5th,2013,8:00 Pm -  9:00 Pm,Clear,2 Units,-83.71694038,42.2990681
918236,April 5th 2013,April,5th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.74380939,42.28035348
919558,April 5th 2013,April,5th,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.78720066,42.28251623
921331,April 5th 2013,April,5th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.73562274,42.28329256
917653,April 6th 2013,April,6th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.74831261,42.28492799
917654,April 6th 2013,April,6th,2013,2:00 Pm -  3:00 Pm,Cloudy,2 Units,-83.75085251,42.28243626
917655,April 6th 2013,April,6th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.73934561,42.24753534
917656,April 6th 2013,April,6th,2013,1:00 Pm -  2:00 Pm,Cloudy,2 Units,-83.74572999,42.28601604
917657,April 6th 2013,April,6th,2013,3:00 Pm -  4:00 Pm,Clear,2 Units,-83.74610016,42.27951067
916293,April 7th 2013,April,7th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.74095288,42.28329259
916294,April 7th 2013,April,7th,2013,4:00 Pm -  5:00 Pm,Clear,2 Units,-83.72540843,42.2502701
913700,April 8th 2013,April,8th,2013,12:00 Noon -  1:00 Pm,Rain,2 Units,-83.74598982,42.28134958
915219,April 8th 2013,April,8th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.78007132,42.27402996
915220,April 8th 2013,April,8th,2013,11:00 Am - 12:00 Noon,Cloudy,2 Units,-83.73913317,42.2398995
915226,April 8th 2013,April,8th,2013,10:00 Pm - 11:00 Pm,Clear,2 Units,-83.7406578,42.27405785
916291,April 8th 2013,April,8th,2013,11:00 Am - 12:00 Noon,Clear,3 Units,-83.76332303,42.24560022
910569,April 9th 2013,April,9th,2013,4:00 Pm -  5:00 Pm,Cloudy,2 Units,-83.70002777,42.2409734
915188,April 9th 2013,April,9th,2013,6:00 Pm -  7:00 Pm,Cloudy,3 Units,-83.73922912,42.23106074
915193,April 9th 2013,April,9th,2013,9:00 Pm - 10:00 Pm,Cloudy,2 Units,-83.69955635,42.23035334
915210,April 9th 2013,April,9th,2013,3:00 Am -  4:00 Am,Clear,1 Unit,-83.70927947,42.25905014
915217,April 9th 2013,April,9th,2013,7:00 Pm -  8:00 Pm,Clear,2 Units,-83.7390676,42.2710371
915218,April 9th 2013,April,9th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.74927728,42.24374553
915221,April 9th 2013,April,9th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.74849334,42.27168412
915222,April 9th 2013,April,9th,2013,4:00 Pm -  5:00 Pm,Cloudy,2 Units,-83.73845134,42.22944309
915223,April 9th 2013,April,9th,2013,2:00 Pm -  3:00 Pm,Cloudy,2 Units,-83.73884146,42.27496157
915224,April 9th 2013,April,9th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.73938831,42.29101732
915225,April 9th 2013,April,9th,2013,12:00 Noon -  1:00 Pm,Cloudy,2 Units,-83.77636702,42.27423388
915227,April 9th 2013,April,9th,2013,5:00 Pm -  6:00 Pm,Rain,2 Units,-83.70817505,42.2817271
915228,April 9th 2013,April,9th,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.78102054,42.30057424
915229,April 9th 2013,April,9th,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.74993006,42.27787539
915230,April 9th 2013,April,9th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.74832463,42.28476985
915231,April 9th 2013,April,9th,2013,4:00 Pm -  5:00 Pm,Rain,3 Units,-83.70817505,42.2817271
915232,April 9th 2013,April,9th,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.73946824,42.28906662
916295,April 9th 2013,April,9th,2013,1:00 Am -  2:00 Am,Clear,1 Unit,-83.77302874,42.27493976
926284,April 9th 2013,April,9th,2013,2:00 Pm -  3:00 Pm,Cloudy,1 Unit,-83.71964796,42.23738002
926291,April 9th 2013,April,9th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.72938218,42.23716129
913068,April 10th 2013,April,10th,2013,9:00 Pm - 10:00 Pm,Cloudy,2 Units,-83.76471384,42.24448464
915207,April 10th 2013,April,10th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.76558392,42.28886277
915211,April 10th 2013,April,10th,2013,11:00 Am - 12:00 Noon,Rain,2 Units,-83.78092491,42.29549948
915212,April 10th 2013,April,10th,2013,3:00 Pm -  4:00 Pm,Rain,2 Units,-83.70009387,42.25245418
915213,April 10th 2013,April,10th,2013,3:00 Pm -  4:00 Pm,Rain,2 Units,-83.70167316,42.24503464
915214,April 10th 2013,April,10th,2013,2:00 Pm -  3:00 Pm,Cloudy,2 Units,-83.74064428,42.27097721
915215,April 10th 2013,April,10th,2013,2:00 Pm -  3:00 Pm,Rain,2 Units,-83.69248984,42.25608049
915216,April 10th 2013,April,10th,2013,9:00 Am - 10:00 Am,Rain,2 Units,-83.75021532,42.26933495
921613,April 10th 2013,April,10th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.75102101,42.2982275
913699,April 11th 2013,April,11th,2013,6:00 Pm -  7:00 Pm,Cloudy,1 Unit,-83.74057836,42.26966726
915205,April 11th 2013,April,11th,2013,3:00 Pm -  4:00 Pm,Cloudy,2 Units,-83.73921866,42.23261289
915206,April 11th 2013,April,11th,2013,1:00 Pm -  2:00 Pm,Cloudy,2 Units,-83.74603661,42.28043478
915208,April 11th 2013,April,11th,2013,10:00 Am - 11:00 Am,Cloudy,2 Units,-83.74403691,42.27944175
915209,April 11th 2013,April,11th,2013,1:00 Pm -  2:00 Pm,Rain,2 Units,-83.73332376,42.28765314
907556,April 12th 2013,April,12th,2013,12:00 Noon -  1:00 Pm,Rain,2 Units,-83.71985982,42.24404597
910559,April 12th 2013,April,12th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.74668815,42.29530073
910568,April 12th 2013,April,12th,2013,12:00 Noon -  1:00 Pm,Cloudy,2 Units,-83.73130778,42.27504838
910571,April 12th 2013,April,12th,2013,12:00 Midnight -  1:00 Am,Rain,2 Units,-83.7406343,42.27230147
911440,April 12th 2013,April,12th,2013,11:00 Am - 12:00 Noon,Cloudy,2 Units,-83.76323093,42.28794553
913073,April 12th 2013,April,12th,2013,4:00 Pm -  5:00 Pm,Clear,2 Units,-83.74322646,42.27786072
913074,April 12th 2013,April,12th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.73913888,42.23717232
913698,April 12th 2013,April,12th,2013,11:00 Am - 12:00 Noon,Cloudy,2 Units,-83.72137109,42.2979836
913701,April 12th 2013,April,12th,2013,9:00 Am - 10:00 Am,Cloudy,2 Units,-83.716634,42.29919141
913702,April 12th 2013,April,12th,2013,9:00 Am - 10:00 Am,Cloudy,2 Units,-83.75587274,42.27042443
913703,April 12th 2013,April,12th,2013,8:00 Am -  9:00 Am,Cloudy,2 Units,-83.76600861,42.30117244
909173,April 13th 2013,April,13th,2013,9:00 Pm - 10:00 Pm,Clear,1 Unit,-83.69826353,42.27270297
913071,April 13th 2013,April,13th,2013,3:00 Pm -  4:00 Pm,Cloudy,2 Units,-83.73244752,42.27590883
913072,April 13th 2013,April,13th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.73335636,42.27503228
896648,April 14th 2013,April,14th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.77105015,42.26148684
909171,April 14th 2013,April,14th,2013,9:00 Pm - 10:00 Pm,Clear,2 Units,-83.73335266,42.28767259
911445,April 14th 2013,April,14th,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.7392413,42.24404056
912702,April 14th 2013,April,14th,2013,3:00 Pm -  4:00 Pm,Cloudy,2 Units,-83.68899904,42.30611043
918333,April 14th 2013,April,14th,2013,11:00 Pm - 12:00 Midnight,Clear,2 Units,-83.74402364,42.28035947
920925,April 14th 2013,April,14th,2013,1:00 Pm -  2:00 Pm,Cloudy,2 Units,-83.72046583,42.23749097
920926,April 14th 2013,April,14th,2013,12:00 Noon -  1:00 Pm,Cloudy,2 Units,-83.72046583,42.23749097
908562,April 15th 2013,April,15th,2013,6:00 Pm -  7:00 Pm,Cloudy,2 Units,-83.70471328,42.29758219
910567,April 15th 2013,April,15th,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.71992409,42.22979116
910570,April 15th 2013,April,15th,2013,9:00 Pm - 10:00 Pm,Rain,3 Units,-83.75867302,42.28175426
911438,April 15th 2013,April,15th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.69317816,42.30493081
911441,April 15th 2013,April,15th,2013,12:00 Midnight -  1:00 Am,Clear,1 Unit,-83.74062138,42.27095391
911442,April 15th 2013,April,15th,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.69040052,42.25574084
911443,April 15th 2013,April,15th,2013,1:00 Pm -  2:00 Pm,Cloudy,2 Units,-83.74610161,42.27948173
911444,April 15th 2013,April,15th,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.69572072,42.25664437
912701,April 15th 2013,April,15th,2013,7:00 Am -  8:00 Am,Clear,1 Unit,-83.73913138,42.239813
907555,April 16th 2013,April,16th,2013,3:00 Pm -  4:00 Pm,Cloudy,2 Units,-83.6923,42.25604817
907563,April 16th 2013,April,16th,2013,3:00 Pm -  4:00 Pm,Cloudy,4 Units,-83.73936142,42.24800811
910553,April 16th 2013,April,16th,2013,3:00 Pm -  4:00 Pm,Clear,2 Units,-83.73145868,42.27012293
910562,April 16th 2013,April,16th,2013,4:00 Pm -  5:00 Pm,Clear,2 Units,-83.71313469,42.23596136
910563,April 16th 2013,April,16th,2013,2:00 Pm -  3:00 Pm,Other / Unknown,2 Units,-83.73790551,42.27193199
910564,April 16th 2013,April,16th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.78037674,42.2805562
910565,April 16th 2013,April,16th,2013,9:00 Am - 10:00 Am,Cloudy,2 Units,-83.74645693,42.27788298
910566,April 16th 2013,April,16th,2013,10:00 Am - 11:00 Am,Cloudy,1 Unit,-83.68705331,42.30663286
911439,April 16th 2013,April,16th,2013,6:00 Am -  7:00 Am,Rain,2 Units,-83.74603736,42.28042025
912936,April 16th 2013,April,16th,2013,4:00 Pm -  5:00 Pm,Cloudy,2 Units,-83.73458881,42.27529514
913907,April 16th 2013,April,16th,2013,6:00 Pm -  7:00 Pm,Cloudy,2 Units,-83.71922965,42.29497959
921606,April 16th 2013,April,16th,2013,8:00 Am -  9:00 Am,Rain,2 Units,-83.68717295,42.30953284
905816,April 17th 2013,April,17th,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.76160155,42.24700546
905820,April 17th 2013,April,17th,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.73805138,42.28036404
906730,April 17th 2013,April,17th,2013,4:00 Pm -  5:00 Pm,Clear,2 Units,-83.73739951,42.24411112
907562,April 17th 2013,April,17th,2013,10:00 Pm - 11:00 Pm,Rain,2 Units,-83.72806686,42.27247568
910551,April 17th 2013,April,17th,2013,10:00 Am - 11:00 Am,Clear,2 Units,-83.77978592,42.26558546
910555,April 17th 2013,April,17th,2013,3:00 Pm -  4:00 Pm,Cloudy,2 Units,-83.75354405,42.27896337
910556,April 17th 2013,April,17th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.78416346,42.28168606
910557,April 17th 2013,April,17th,2013,5:00 Pm -  6:00 Pm,Rain,3 Units,-83.70011253,42.24576338
910558,April 17th 2013,April,17th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.75842046,42.27378084
910560,April 17th 2013,April,17th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.69955635,42.23035334
910561,April 17th 2013,April,17th,2013,9:00 Am - 10:00 Am,Clear,2 Units,-83.75007944,42.25699532
910588,April 17th 2013,April,17th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.7901681,42.27316645
915719,April 17th 2013,April,17th,2013,7:00 Am -  8:00 Am,Clear,2 Units,-83.73485087,42.28226775
915766,April 17th 2013,April,17th,2013,11:00 Am - 12:00 Noon,Clear,2 Units,-83.7050357,42.2917954
920923,April 17th 2013,April,17th,2013,8:00 Am -  9:00 Am,Cloudy,2 Units,-83.68699489,42.30518757
909176,April 18th 2013,April,18th,2013,12:00 Noon -  1:00 Pm,Cloudy,2 Units,-83.68781296,42.25533736
909179,April 18th 2013,April,18th,2013,6:00 Pm -  7:00 Pm,Cloudy,2 Units,-83.77987983,42.2735126
910548,April 18th 2013,April,18th,2013,7:00 Pm -  8:00 Pm,Rain,2 Units,-83.75256345,42.2806206
910549,April 18th 2013,April,18th,2013,5:00 Pm -  6:00 Pm,Rain,2 Units,-83.68952953,42.24526109
910550,April 18th 2013,April,18th,2013,4:00 Pm -  5:00 Pm,Rain,2 Units,-83.7113143,42.28758898
910552,April 18th 2013,April,18th,2013,2:00 Pm -  3:00 Pm,Rain,2 Units,-83.69064864,42.2557785
910554,April 18th 2013,April,18th,2013,6:00 Am -  7:00 Am,Cloudy,1 Unit,-83.70387525,42.25835324
913944,April 18th 2013,April,18th,2013,11:00 Am - 12:00 Noon,Clear,2 Units,-83.73842285,42.28035308
918067,April 18th 2013,April,18th,2013,6:00 Pm -  7:00 Pm,Rain,2 Units,-83.73729199,42.23694554
909167,April 19th 2013,April,19th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.71964506,42.23305649
909168,April 19th 2013,April,19th,2013,4:00 Pm -  5:00 Pm,Cloudy,2 Units,-83.74838039,42.2832646
909169,April 19th 2013,April,19th,2013,4:00 Pm -  5:00 Pm,Cloudy,2 Units,-83.73552268,42.28155534
909170,April 19th 2013,April,19th,2013,2:00 Pm -  3:00 Pm,Cloudy,2 Units,-83.73571766,42.27177756
909172,April 19th 2013,April,19th,2013,1:00 Pm -  2:00 Pm,Cloudy,1 Unit,-83.74012511,42.28121292
909174,April 19th 2013,April,19th,2013,1:00 Pm -  2:00 Pm,Cloudy,2 Units,-83.70443868,42.29750307
909175,April 19th 2013,April,19th,2013,2:00 Am -  3:00 Am,Cloudy,2 Units,-83.74981481,42.27963559
909177,April 19th 2013,April,19th,2013,8:00 Pm -  9:00 Pm,Clear,3 Units,-83.75828189,42.26837926
909178,April 19th 2013,April,19th,2013,7:00 Pm -  8:00 Pm,Cloudy,2 Units,-83.74358284,42.28696176
910547,April 19th 2013,April,19th,2013,9:00 Am - 10:00 Am,Cloudy,2 Units,-83.74113523,42.28119807
915718,April 19th 2013,April,19th,2013,4:00 Pm -  5:00 Pm,Cloudy,1 Unit,-83.74064326,42.27343367
903642,April 20th 2013,April,20th,2013,1:00 Am -  2:00 Am,Snow/blowing Snow,2 Units,-83.74369586,42.28340426
907560,April 20th 2013,April,20th,2013,10:00 Pm - 11:00 Pm,Clear,2 Units,-83.74037089,42.26056041
907561,April 20th 2013,April,20th,2013,1:00 Am -  2:00 Am,Snow/blowing Snow,2 Units,-83.74333146,42.27346142
908353,April 20th 2013,April,20th,2013,7:00 Pm -  8:00 Pm,Clear,2 Units,-83.73346709,42.27850109
908356,April 20th 2013,April,20th,2013,4:00 Pm -  5:00 Pm,Clear,2 Units,-83.75020861,42.26426564
908357,April 20th 2013,April,20th,2013,3:00 Pm -  4:00 Pm,Clear,2 Units,-83.73913048,42.23976975
908358,April 20th 2013,April,20th,2013,2:00 Pm -  3:00 Pm,Cloudy,2 Units,-83.74319883,42.27731033
918057,April 20th 2013,April,20th,2013,3:00 Pm -  4:00 Pm,Cloudy,1 Unit,-83.68695524,42.30373837
918060,April 20th 2013,April,20th,2013,5:00 Am -  6:00 Am,Cloudy,1 Unit,-83.78425161,42.28134348
918989,April 20th 2013,April,20th,2013,4:00 Am -  5:00 Am,Cloudy,3 Units,-83.78443088,42.28187732
906745,April 21st 2013,April,21st,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.68703458,42.30663827
907557,April 21st 2013,April,21st,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.74410526,42.27782523
907558,April 21st 2013,April,21st,2013,11:00 Am - 12:00 Noon,Clear,2 Units,-83.74598982,42.28134958
906729,April 22nd 2013,April,22nd,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.74978503,42.28146254
906731,April 22nd 2013,April,22nd,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.75028695,42.26420557
906732,April 22nd 2013,April,22nd,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.71864187,42.22982111
906733,April 22nd 2013,April,22nd,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.78318517,42.28128006
906734,April 22nd 2013,April,22nd,2013,10:00 Am - 11:00 Am,Clear,2 Units,-83.75082452,42.28149887
906735,April 22nd 2013,April,22nd,2013,9:00 Am - 10:00 Am,Clear,2 Units,-83.74865188,42.27793903
906736,April 22nd 2013,April,22nd,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.70008817,42.24453405
907564,April 22nd 2013,April,22nd,2013,7:00 Am -  8:00 Am,Clear,2 Units,-83.75094002,42.2815029
918053,April 22nd 2013,April,22nd,2013,7:00 Pm -  8:00 Pm,Clear,2 Units,-83.76753939,42.24857869
902017,April 23rd 2013,April,23rd,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.78419179,42.2815794
902797,April 23rd 2013,April,23rd,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.71961912,42.26581783
905815,April 23rd 2013,April,23rd,2013,11:00 Am - 12:00 Noon,Clear,2 Units,-83.77316264,42.28107421
905817,April 23rd 2013,April,23rd,2013,9:00 Pm - 10:00 Pm,Rain,2 Units,-83.74616868,42.2781502
905818,April 23rd 2013,April,23rd,2013,4:00 Pm -  5:00 Pm,Cloudy,3 Units,-83.73913167,42.23982742
905819,April 23rd 2013,April,23rd,2013,9:00 Am - 10:00 Am,Clear,2 Units,-83.69824622,42.24510143
905821,April 23rd 2013,April,23rd,2013,4:00 Pm -  5:00 Pm,Cloudy,2 Units,-83.73344985,42.27754283
908094,April 23rd 2013,April,23rd,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.73427719,42.23702853
909391,April 23rd 2013,April,23rd,2013,11:00 Pm - 12:00 Midnight,Rain,2 Units,-83.73232266,42.27581633
902016,April 24th 2013,April,24th,2013,12:00 Noon -  1:00 Pm,Snow/blowing Snow,2 Units,-83.74723255,42.28138088
903636,April 24th 2013,April,24th,2013,5:00 Pm -  6:00 Pm,Sleet/hail,2 Units,-83.74981276,42.27154513
903637,April 24th 2013,April,24th,2013,8:00 Pm -  9:00 Pm,Clear,2 Units,-83.74735357,42.27954758
903638,April 24th 2013,April,24th,2013,1:00 Pm -  2:00 Pm,Snow/blowing Snow,2 Units,-83.75470269,42.25256139
903639,April 24th 2013,April,24th,2013,12:00 Noon -  1:00 Pm,Rain,2 Units,-83.78814028,42.28279702
903640,April 24th 2013,April,24th,2013,12:00 Noon -  1:00 Pm,Snow/blowing Snow,2 Units,-83.74851491,42.28050498
903641,April 24th 2013,April,24th,2013,7:00 Am -  8:00 Am,Rain,3 Units,-83.78294997,42.28120972
905812,April 24th 2013,April,24th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.71115268,42.25936132
905813,April 24th 2013,April,24th,2013,1:00 Pm -  2:00 Pm,Snow/blowing Snow,2 Units,-83.7799003,42.27887972
905814,April 24th 2013,April,24th,2013,3:00 Pm -  4:00 Pm,Rain,2 Units,-83.69244153,42.24526338
913945,April 24th 2013,April,24th,2013,11:00 Am - 12:00 Noon,Rain,2 Units,-83.73551259,42.2813544
916036,April 24th 2013,April,24th,2013,7:00 Am -  8:00 Am,Rain,2 Units,-83.74518586,42.30302514
916037,April 24th 2013,April,24th,2013,7:00 Am -  8:00 Am,Rain,2 Units,-83.74637655,42.30466546
902796,April 25th 2013,April,25th,2013,1:00 Pm -  2:00 Pm,Rain,2 Units,-83.75863345,42.28171005
903631,April 25th 2013,April,25th,2013,4:00 Pm -  5:00 Pm,Clear,2 Units,-83.75514497,42.28163359
903632,April 25th 2013,April,25th,2013,3:00 Pm -  4:00 Pm,Cloudy,1 Unit,-83.77698903,42.27702691
903633,April 25th 2013,April,25th,2013,7:00 Am -  8:00 Am,Clear,4 Units,-83.71362909,42.22996083
903634,April 25th 2013,April,25th,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.74721314,42.28138016
903635,April 25th 2013,April,25th,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.78083684,42.29474031
907256,April 25th 2013,April,25th,2013,1:00 Pm -  2:00 Pm,Rain,5 Units,-83.74517628,42.30303775
909296,April 25th 2013,April,25th,2013,11:00 Am - 12:00 Noon,Rain,2 Units,-83.73754607,42.27198951
916796,April 25th 2013,April,25th,2013,7:00 Am -  8:00 Am,Clear,3 Units,-83.73806259,42.23852148
895419,April 26th 2013,April,26th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.74596848,42.27786934
902795,April 26th 2013,April,26th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.6958368,42.25634316
903624,April 26th 2013,April,26th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.71021072,42.2300612
903625,April 26th 2013,April,26th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.77995495,42.27895705
903626,April 26th 2013,April,26th,2013,4:00 Pm -  5:00 Pm,Clear,2 Units,-83.77579596,42.27435151
903627,April 26th 2013,April,26th,2013,3:00 Pm -  4:00 Pm,Clear,2 Units,-83.68762788,42.24532667
903628,April 26th 2013,April,26th,2013,9:00 Am - 10:00 Am,Clear,1 Unit,-83.74037022,42.26051706
903629,April 26th 2013,April,26th,2013,11:00 Am - 12:00 Noon,Clear,2 Units,-83.68782464,42.25491997
903630,April 26th 2013,April,26th,2013,7:00 Am -  8:00 Am,Clear,2 Units,-83.75810655,42.28597923
902794,April 27th 2013,April,27th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.76071352,42.28724933
903621,April 27th 2013,April,27th,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.69908836,42.24509744
903622,April 27th 2013,April,27th,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.75095,42.26418812
903623,April 27th 2013,April,27th,2013,2:00 Am -  3:00 Am,Clear,1 Unit,-83.7000889,42.25253651
898929,April 28th 2013,April,28th,2013,1:00 Am -  2:00 Am,Clear,2 Units,-83.73888047,42.26586025
901200,April 28th 2013,April,28th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.78035747,42.28055407
901201,April 28th 2013,April,28th,2013,2:00 Am -  3:00 Am,Clear,2 Units,-83.74440182,42.27178306
901202,April 28th 2013,April,28th,2013,3:00 Am -  4:00 Am,Other / Unknown,1 Unit,-83.73465904,42.27501645
902793,April 28th 2013,April,28th,2013,12:00 Noon -  1:00 Pm,Rain,2 Units,-83.74832354,42.28478419
908964,April 28th 2013,April,28th,2013,3:00 Pm -  4:00 Pm,Rain,1 Unit,-83.74535792,42.30277415
908965,April 28th 2013,April,28th,2013,3:00 Pm -  4:00 Pm,Rain,2 Units,-83.74572923,42.30221237
901196,April 29th 2013,April,29th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.72974575,42.24441594
901197,April 29th 2013,April,29th,2013,5:00 Pm -  6:00 Pm,Clear,1 Unit,-83.75861367,42.28078757
901198,April 29th 2013,April,29th,2013,4:00 Pm -  5:00 Pm,Clear,2 Units,-83.71356875,42.30830946
901199,April 29th 2013,April,29th,2013,12:00 Noon -  1:00 Pm,Clear,3 Units,-83.71350335,42.24458554
902011,April 29th 2013,April,29th,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.71399963,42.22995067
902018,April 29th 2013,April,29th,2013,7:00 Pm -  8:00 Pm,Clear,2 Units,-83.75873825,42.24649858
902019,April 29th 2013,April,29th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.74381199,42.24232496
902791,April 29th 2013,April,29th,2013,10:00 Am - 11:00 Am,Clear,2 Units,-83.73936625,42.24815272
912233,April 29th 2013,April,29th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.74593029,42.30476516
896665,April 30th 2013,April,30th,2013,3:00 Pm -  4:00 Pm,Clear,2 Units,-83.73138125,42.26639678
