-83.74291992,42.26334,5
-83.74294281,42.26335144,5
-83.74297333,42.26335144,5
-83.74298859,42.26335907,5
-83.74301147,42.26335907,5
-83.74302673,42.26337051,5
-83.74305725,42.26337814,5
-83.74308014,42.26337814,5
-83.74310303,42.26338959,5
-83.74313354,42.26338959,5
-83.7431488,42.26340103,5
-83.74317169,42.26340103,5
-83.74318695,42.26340866,5
-83.74321747,42.2634201,5
-83.74324036,42.2634201,5
-83.74326324,42.26343155,5
-83.74329376,42.26343918,5
-83.74330902,42.26343918,5
-83.74333191,42.26345062,5
-83.74334717,42.26345062,5
-83.74337769,42.26345825,5
-83.74340057,42.2634697,5
-83.74342346,42.2634697,5
-83.74344635,42.26348114,5
-83.74346924,42.26348114,5
-83.74349213,42.26348877,5
-83.7435379,42.26350021,5
-83.74356079,42.26351166,5
-83.74358368,42.26351929,5
-83.74358368,42.26351929,5
-83.74359894,42.26351929,5
-83.74362183,42.26353073,5
-83.74363708,42.26353073,5
-83.7436676,42.26353836,5
-83.74369049,42.2635498,5
-83.74371338,42.2635498,5
-83.74373627,42.26356125,5
-83.74375916,42.26356888,5
-83.74378204,42.26356888,5
-83.7437973,42.26358032,5
-83.74382782,42.26358032,5
-83.74385071,42.26359177,5
-83.7438736,42.2635994,5
-83.74389648,42.2635994,5
-83.74391937,42.26361084,5
-83.74394226,42.26361084,5
-83.74397278,42.26361847,5
-83.74398804,42.26362991,5
-83.74401093,42.26362991,5
-83.74403381,42.26364136,5
-83.7440567,42.26364136,5
-83.74407959,42.26364899,5
-83.74410248,42.26364899,5
-83.744133,42.26366043,5
-83.74414825,42.26366043,5
-83.7441864,42.2636795,5
-83.74420929,42.2636795,5
-83.74420929,42.2636795,5
-83.7442627,42.26369095,5
-83.74427795,42.26369858,5
-83.74430084,42.26371002,5
-83.74432373,42.26371002,5
-83.74434662,42.26372147,5
-83.74436951,42.26372147,5
-83.7443924,42.2637291,5
-83.74442291,42.2637291,5
-83.74443817,42.26374054,5
-83.74446106,42.26374054,5
-83.74447632,42.26374817,5
-83.74450684,42.26375961,5
-83.74452972,42.26375961,5
-83.74455261,42.26377106,5
-83.74458313,42.26377106,5
-83.74459839,42.26377869,5
